Code,Population
52278,69
50233,152
2B078,31
24423,311
2065,560
1069,1531
62808,259
8087,130
1065,1899
91339,7987
33067,2244
81152,304
65158,83
11376,92
64296,145
5039,740
62007,783
28215,245
40163,621
2B057,302
31077,652
33105,205
85076,5711
63246,484
25267,669
59641,2020
14191,4268
9298,89
66226,1278
82186,5289
7183,545
80037,170
2A360,127
60582,735
63453,3527
49292,3510
78265,2621
16304,982
54534,522
80009,1024
31446,15158
95436,1693
31368,253
50457,181
27106,481
74143,3515
51528,124
50227,309
2378,125
55081,63
84079,263
27009,544
2A276,727
40272,1808
14166,2586
62427,25688
76161,108
30222,172
2804,219
15235,567
71229,226
50361,249
15100,137
43158,363
16361,313
82158,157
45201,171
34300,5517
65317,37
57401,80
31484,2495
43019,100
11114,44
39441,1265
54083,183
31470,69
37233,15898
63110,443
27031,1096
55510,125
81280,259
60615,132
52175,380
53084,4431
56233,1575
27496,516
27276,295
60105,435
9170,237
23162,371
15161,114
89451,260
76225,357
60572,301
54397,6524
24039,148
62754,520
14266,1520
76518,529
60640,161
89085,1104
80298,510
11095,328
81282,39
58307,173
70278,217
51604,253
22121,1969
24259,1703
31435,974
52028,51
14290,808
95527,2674
38181,2400
47311,137
38287,1106
60140,300
62331,991
63140,214
63312,132
47136,141
72009,350
3255,146
77060,792
31570,310
85271,
80577,165
85034,3452
41200,476
67372,5102
33186,687
78113,652
31032,7997
21139,223
27114,1201
45290,1851
29036,588
95628,1208
38551,46
51006,148
18261,387
56116,1577
65201,186
77148,1811
22190,4065
19155,256
58310,47
34162,4515
42011,2911
89461,1112
56258,1845
9060,801
62162,568
31006,231
27299,4012
72358,1637
6030,41938
71280,80
1195,1917
54400,1142
70328,337
47213,993
17224,2191
17314,888
21145,36
12195,296
56232,1086
3221,726
27169,1038
54123,1686
14138,300
78281,650
71541,377
77459,1541
32040,135
50279,555
62500,402
8011,216
71289,1161
75117,159212
24515,686
27403,236
56100,1930
28407,289
70314,162
51196,871
36077,248
70176,161
59525,2755
2A269,1445
27552,210
10140,1099
47264,1111
2B214,17
77438,6831
49219,408
70423,113
7117,2193
51415,203
84149,1762
63330,
70255,491
28309,1164
10030,1542
1128,289
11366,534
2B208,109
16125,272
50069,349
73157,2849
24014,614
60483,513
77249,6923
31365,592
89238,514
39405,993
50511,158
78089,5064
71414,435
21035,343
43149,113
68221,942
5007,340
78068,907
56263,2889
27235,152
62538,451
7169,382
41073,671
63311,310
51422,497
57139,280
24320,984
63004,1682
55336,144
72287,
45067,4116
11173,135
51637,
54360,342
10202,210
82090,1068
83003,919
1033,16712
80070,1352
29145,861
9108,181
33526,126
57596,740
38218,1201
40111,719
71347,550
84067,2486
88024,111
67210,521
57509,529
65333,113
35142,1250
88249,71
16204,1271
10079,108
61066,98
13001,149695
13073,5771
34227,2612
2212,674
41071,507
2685,110
57698,306
88311,35
50382,607
33160,581
70101,512
26239,209
82007,142
57180,344
2204,61
61500,120
54029,2483
50598,258
67107,660
76120,455
42316,8514
47222,524
36107,758
27361,405
64348,13606
14088,392
3206,167
70092,189
43003,922
45051,1803
23192,1430
63325,409
42205,677
73070,675
27546,172
88270,2097
59610,1103
7345,923
31089,673
69264,36172
57621,107
51621,516
64031,187
39308,321
52093,2353
51287,608
25553,360
18191,172
85163,4505
83015,308
42122,1739
33127,206
32098,326
83009,8267
14657,307
10296,176
64335,9455
17077,1302
39398,431
70511,224
35218,901
53011,895
37251,933
80260,887
70228,980
43225,65
24493,94
27514,346
62173,5283
38533,841
67325,1383
66172,11630
67149,376
61064,90
14476,190
26270,131
71516,600
70080,242
52384,106
68159,897
76219,2420
83076,901
62901,973
81305,726
54512,105
35272,1018
63429,59
25180,118
72247,1329
48137,585
1405,1286
76131,706
19176,1083
50411,708
15030,297
54025,1700
28397,404
14591,692
70090,58
12059,533
38061,3500
77322,3253
13060,6747
37183,1399
89160,747
82179,2261
15142,1677
69097,723
85218,1870
67515,540
1103,2372
17092,164
75110,83873
58141,65
80267,241
62254,597
21715,194
71132,2177
52276,238
62347,119
21108,102
82068,213
3173,1104
38519,2878
23022,389
73218,819
56154,1873
9162,11
31356,1984
76216,10802
91589,37601
39097,8036
19230,
33166,505
12125,303
88014,169
71222,893
74179,804
2493,211
33471,1245
89205,418
55242,111
17137,223
42286,956
52106,132
14284,155
70451,2737
10350,635
50522,253
25134,
15266,596
80589,106
12044,1030
79078,1006
39574,705
9109,185
88374,24
62060,2547
22330,371
81188,295
12233,256
3151,191
62649,768
78233,3043
69186,206
39222,90
29107,930
17055,330
52056,174
26048,69
17098,606
70236,452
39546,355
21488,197
56062,696
51508,203
85188,1161
47022,494
14565,256
51442,135
8383,100
77429,529
88460,649
88439,963
53247,2320
89216,328
61314,671
31518,627
11137,130
38213,593
25460,251
30134,321
56158,6362
38358,759
64331,838
90027,132
89057,265
35277,377
67489,826
73277,177
63243,371
39240,170
63427,536
57145,334
24406,142
40257,1443
55009,527
21599,2395
55360,105
60562,1573
7229,919
22201,750
78537,5875
26303,71
47002,108
38437,307
2B355,418
1363,1839
50328,759
95308,584
27260,642
63367,126
5128,705
53251,472
42146,63
60624,165
56080,1368
77475,5146
8450,224
9271,92
25270,158
19096,404
3177,250
77500,452
54253,838
5018,340
68064,996
14389,252
81092,930
65063,155
11368,110
52248,530
16395,294
10093,112
79123,2250
80490,292
19258,563
4116,4099
54050,69
65369,664
25355,60
35278,9957
38108,144
11072,200
2B088,231
1171,852
27371,163
19214,430
78267,7869
66205,945
27079,385
13058,2347
17453,1538
44070,4775
62176,634
62192,421
12049,449
24119,222
52287,91
81093,762
82021,196
40123,1185
59284,3849
82100,118
47301,1063
54196,1661
72296,741
7128,388
17333,5092
54076,3893
11336,441
19130,452
85158,1233
3162,200
90010,45912
12207,340
22196,921
42227,430
24331,735
8169,89
76055,337
27611,307
87052,161
22082,927
41256,1258
67440,557
80264,85
2134,795
35351,1389
90037,952
51168,235
55044,41
36138,186
2719,2005
2765,230
31101,499
12141,241
11397,5361
27467,10023
42305,7133
2470,410
33361,539
80584,1047
76170,107
7221,243
80138,120
12025,1001
8382,91
71531,209
33065,3804
9125,428
15222,199
69159,
48171,191
57161,96
33014,1119
29216,4223
81219,3257
2522,79
2249,102
22068,423
55537,81
69177,2100
33003,17644
31425,441
88181,2843
14669,217
95627,625
59224,1635
32441,68
72213,5244
64085,102
24330,717
69124,450
8465,45
21399,230
80602,121
33139,89
1317,336
88368,144
35291,431
2533,117
2712,139
10123,813
61392,116
62726,214
38520,666
67125,2263
55066,133
37168,278
91544,466
24451,803
91511,2288
8027,95
90026,1539
95529,907
37059,1365
61503,202
67350,2597
40319,284
31277,1574
81014,515
38401,1714
42235,340
69008,671
60153,98
12003,346
67553,311
60495,422
89272,272
11058,247
50096,220
8017,122
51368,46
7287,308
67305,1939
80216,152
2708,219
40071,593
47164,96
3002,300
62773,4704
63192,640
8028,951
89313,427
1357,507
24568,1104
54538,365
52266,68
60480,537
2355,1011
57550,2397
69246,1278
5093,362
88302,970
91359,2797
8468,186
2239,1166
38518,520
67245,188
88239,134
43122,294
63129,171
62197,1762
10089,708
60362,181
61137,131
88464,499
72344,2808
51108,42971
72167,691
8040,851
80773,98
21574,371
8263,1099
3228,58
74061,984
54181,682
32078,223
25119,309
71107,324
34231,24
66043,139
26242,25
16323,500
62359,579
18216,504
82149,1869
1162,71
67155,1282
35360,19365
38239,7818
2235,119
74266,1169
66013,112
17347,6784
58312,267
79322,1961
54589,126
27350,1014
42206,1821
89096,887
73297,569
35031,4667
2577,92
9040,330
5014,193
21586,701
61328,243
3220,713
57749,170
55214,287
32386,148
39112,110
29032,2264
78242,13680
71209,725
9063,113
24371,458
76051,1914
71525,572
38471,1191
38555,1154
88331,56
9166,114
63021,661
2B145,188
43155,77
68246,1060
70117,1264
16388,944
12198,1965
19242,450
58245,179
56124,2558
58118,582
49362,1312
19137,64
17428,512
80756,54
21381,84
89156,375
49259,2333
39510,812
61218,1730
12194,908
2B213,53
57530,464
64056,136
2A006,3681
57212,754
34309,4787
50082,5893
90066,250
44138,1142
77190,256
29044,1853
31216,483
31241,298
31334,1351
59195,618
80656,1102
72269,2948
59321,619
27318,253
26283,25
73162,671
52301,53
44207,1156
88404,69
14069,1283
53069,150
42313,682
4081,379
2535,115
60054,339
60329,196
25031,14071
64137,694
30294,5703
2345,37
53226,797
80395,275
12294,656
14091,104
1361,1866
19026,242
71023,1044
32445,158
8217,88
42021,1298
35337,3939
67472,4740
22127,1623
4074,100
21129,36
17233,327
60449,280
80504,70
25341,170
29280,2167
6108,5669
76286,683
25221,65
68059,1969
18275,143
25521,158
63009,592
51295,302
50334,271
76665,454
19100,1197
57331,562
64308,261
45334,616
52456,598
78290,1085
52015,87
3245,122
51663,1680
80145,155
56185,8991
73052,142
8084,277
54590,657
52464,50
54593,433
10120,200
17449,8289
50283,87
10053,633
51418,576
77472,459
33298,1068
61302,131
64153,81
59451,564
57140,553
61257,121
36027,237
27695,225
89091,561
17472,2166
78404,272
21025,65
25478,106
3145,760
61139,306
14057,1598
16049,364
41234,296
33416,971
41098,167
21657,2094
26347,5915
88062,90
59666,1562
54437,1155
27027,294
44221,1569
55219,94
60069,1100
24520,8763
2A064,32
24126,285
74260,1041
88001,72
54442,96
1212,726
91098,429
38032,573
55043,3013
28166,256
87138,531
33194,693
9259,155
77314,257
13056,48298
23016,183
58115,230
3291,391
62187,172
87012,418
6145,147
59511,2022
9050,488
44071,6095
21026,160
39200,210
64399,2419
9180,130
30080,884
18098,127
89282,638
72029,1972
71156,265
59031,359
14492,306
37062,1734
38281,2365
26030,6
57259,314
2794,181
63352,2031
76461,397
41093,271
22365,183
2B093,962
62556,314
60621,130
70443,87
69059,1675
31254,4392
42020,1212
68074,498
23108,143
90034,763
57097,5434
93077,29795
21189,425
56060,970
8189,153
24461,809
67169,2868
61081,890
81195,690
40268,745
56196,647
33456,527
14224,61
44050,2974
48028,139
64340,84
47105,279
79081,7221
57112,80
39504,228
51496,267
71346,1542
24011,1185
27427,410
87048,5281
76135,1039
17268,419
85264,1354
57482,1806
51482,652
78481,16059
64453,2925
42332,5172
11119,286
58257,48
84060,30
55272,423
5139,932
91207,7166
12281,755
69006,4876
58008,173
24419,908
64392,90
50074,2172
52138,61
53135,729
59518,448
44064,5203
78143,1564
62640,341
5047,151
59190,1013
34101,5254
55154,1442
68004,5687
91286,26842
86214,7375
54272,469
94060,12241
60441,647
64444,434
65183,698
38086,444
68381,768
24124,255
41069,259
72235,370
43222,169
70240,1327
70070,25
58283,73
45069,965
18178,205
11360,2118
76239,782
37228,1116
64089,126
57228,186
9189,166
36079,75
34042,615
46026,130
71578,303
26069,119
2255,161
27360,324
64419,1572
68325,743
3111,1119
64135,777
62628,6854
24356,1678
86160,2143
11382,356
71350,846
51322,118
26295,1895
59086,2244
28408,107
55156,140
8461,204
81172,55
39586,27
1208,138
40075,2516
92002,64263
45002,373
38162,1487
52165,198
32279,697
31337,95
27401,200
86193,1214
16369,961
1436,520
3168,906
60647,2077
13023,4863
69068,2619
62383,1391
3140,1139
80789,147
70482,1525
17149,57
63206,1426
60287,371
19066,1728
62782,409
3037,259
8470,62
3172,129
87054,1152
80493,289
77435,1125
14286,488
30227,3445
37151,3290
9219,162
34302,754
6094,1094
50492,2516
78443,937
68118,5076
62639,418
73036,793
32444,260
35021,1256
33131,219
25056,118489
67437,11460
3253,371
46264,198
54514,633
54511,108
85216,2084
39430,105
79046,564
14650,183
17267,1279
44224,1828
14085,825
51076,393
25566,315
25475,1299
45196,1669
42140,462
7266,111
21397,166
10246,247
32457,264
62876,131
60095,343
50004,515
13096,2433
42240,840
67370,664
32443,207
52230,278
80659,269
52265,1260
51174,66
78324,554
71518,300
28209,5685
67034,2517
54011,635
55005,36
71133,1563
41173,3341
26219,
33466,2713
2169,83
2B252,180
25100,505
27691,829
76270,2725
63102,740
2B307,1514
64520,870
11209,257
58299,217
62037,2833
80339,154
72330,446
27374,497
18008,500
59481,4878
32452,262
17430,414
14643,831
80470,156
29128,376
76397,900
72197,676
33463,1246
27209,607
68296,927
63371,144
72065,2256
57298,369
45144,1127
69022,538
60061,68
19260,246
4207,101
53155,1291
21328,52
31049,603
3295,64
71092,500
41228,294
74026,5336
63328,57
76261,449
1085,388
58144,643
12028,514
2A038,54
80200,220
59476,3206
48145,148
62718,1381
51461,1003
79038,1176
67105,1397
95438,108
72067,995
14566,2465
69282,36687
22206,3974
15146,143
18230,261
22162,7341
82189,765
4237,132
30062,6486
63041,309
81217,456
77527,580
25406,558
33321,2195
44146,2146
76198,817
95678,858
39124,510
81064,1062
38085,10547
25175,93
31454,3517
19154,325
82002,3240
57504,279
7106,125
72038,515
84128,39
35018,1095
55106,175
21606,1770
84028,1129
24347,139
60092,194
77368,501
49022,1345
11404,962
60314,309
1145,1245
21663,2747
70577,379
3099,377
16225,654
1305,2204
45005,247
32391,129
56257,663
60423,1142
25274,339
69201,1312
14701,846
82041,236
47204,293
32297,388
12200,1069
29221,1753
26261,389
8501,39
53010,395
34232,601
33545,1339
47170,626
68247,1215
30088,780
16279,231
65196,86
62096,528
73312,959
77456,850
7236,1119
17087,209
40256,740
63227,2373
60516,398
36207,601
57376,463
17193,2637
80250,333
64254,568
2315,1701
23122,73
51136,625
29163,3166
62266,94
2B350,222
42089,667
77041,272
8328,5523
93074,8007
41144,729
80181,123
30083,2529
50393,2641
46280,198
81018,2528
86300,611
15152,868
70054,196
48135,206
57117,562
89339,184
54182,339
39313,215
77003,349
19204,260
95392,5347
52099,721
12077,512
27217,538
25277,84
83139,581
88430,487
51239,99
17056,655
64349,491
60543,117
52326,34
76682,812
55173,37
88291,119
91560,471
8291,228
21676,207
42249,1635
26317,787
44200,338
2576,325
64363,322
95351,12560
87192,1552
34335,415
72372,75
2448,108
1010,1174
51018,885
70412,63
16195,292
17070,997
65388,837
10314,417
68207,722
76230,431
16015,41908
40052,204
17031,201
48082,102
83011,1433
35312,1863
80552,1109
37236,599
16268,185
41194,18373
19116,271
14329,148
60094,303
77235,322
33402,2507
23189,1143
87067,439
59371,628
66144,5548
52416,62
17243,1310
34044,343
68090,864
29015,3573
51165,1011
2060,263
57178,359
37230,963
14404,116
8039,520
23193,2566
37141,987
88041,95
57554,767
29021,1972
52004,11
13030,6236
76093,358
2506,200
55094,520
70171,1248
36005,3715
84077,458
71122,515
2472,398
35003,1017
54188,1370
54115,6551
24390,335
73221,92
47099,629
53033,115
51397,138
35172,1974
38388,2699
69170,1170
3287,370
2101,170
4031,571
19050,408
60011,419
22312,218
63095,207
33029,5806
44121,434
60309,925
61158,130
52137,22
41058,184
77288,45995
43086,176
10442,689
55291,3677
78264,64
53188,2504
33306,552
62506,1679
2B286,904
26224,291
86210,747
74118,2679
38197,1896
21537,119
60088,4832
78234,184
52045,1802
66219,45
26171,180
64256,7626
2803,150
62125,458
33304,154
2370,545
39292,128
2082,120
29067,1285
11422,349
64122,26206
85002,2277
63380,822
13042,6579
86142,637
8055,415
16109,725
62348,148
80118,113
33531,383
70047,99
64258,84
61007,4201
60418,392
5082,162
59361,3734
50039,136
35143,941
10354,140
59149,1088
81086,146
80452,532
29027,3651
28325,1159
33438,2057
73324,192
53271,2671
25040,808
14764,1018
35079,2397
14285,77
11088,1664
51531,1742
95014,2742
4161,321
89280,362
32268,790
27252,351
87001,5890
64535,548
2409,283
59489,4000
11192,846
2714,340
86255,1256
37011,2067
1230,331
70172,112
11339,523
2B002,258
78368,1776
31207,87
31477,51
67026,170
40023,331
12280,357
37070,334
74139,1122
39531,183
65403,98
86094,581
64375,274
62492,229
65036,140
51173,129
14368,260
50554,1451
91691,27906
39576,1318
5040,3146
84131,2040
45139,508
2534,44
23217,330
33521,764
31044,17772
41248,1043
69187,684
61118,111
21357,111
32164,116
12307,307
29025,1570
36025,589
11272,2722
9075,300
50305,729
95012,212
55374,81
83151,936
2058,794
55237,232
77264,1468
3285,172
6065,7265
68248,695
19077,135
19023,1318
51623,296
15243,446
59022,2245
36189,953
87131,840
46243,198
73317,702
65068,25
44077,2797
27531,211
17303,997
80815,839
52101,36
16336,354
84084,1438
22385,1149
10371,298
59395,279
8460,158
35196,7911
34057,26058
2824,383
68096,354
37204,1362
2001,518
30250,379
81112,971
8485,191
33540,2838
45115,3772
27083,260
45123,1930
76686,520
38001,6850
61388,172
78557,999
17270,613
55037,127
88467,593
15055,445
87201,4903
62859,255
91100,669
30289,80
21541,195
57657,26
36030,238
60215,589
33083,1048
59112,11644
15216,475
46145,795
42191,1014
27112,4282
41029,1463
82141,599
78128,1516
68377,769
89403,89
13116,772
71395,215
35256,2258
25153,143
29120,2044
35279,1285
77145,611
56067,5929
35130,2267
82117,1294
61178,50
51245,601
26018,8
62741,122
97221,11829
56104,808
86052,998
55202,145
14637,233
70512,216
2B327,184
25414,132
91458,4471
12004,437
33444,558
69199,19285
51361,170
70578,178
89378,742
43181,771
2B297,54
70579,420
89007,450
76569,223
25261,83
70459,1085
57686,244
57687,211
51459,109
2640,144
26251,459
81205,183
57604,641
54390,101
11284,454
51380,3535
95219,29489
65363,441
60023,548
71591,492
2B101,78
70010,97
5130,209
8014,127
8105,45560
35071,430
28178,338
77350,21238
85102,725
34297,441
85201,515
64511,3579
24501,461
89040,184
3306,1919
2523,70
51572,230
37048,311
67320,613
28079,333
49223,6408
73082,720
90061,46
95574,7612
70461,105
31156,364
2742,122
77122,23350
39443,111
71576,274
24001,639
35280,1037
2807,684
41128,714
67442,1359
77142,4973
13044,5489
32241,167
25138,135
12074,285
51388,4895
59345,2353
24207,686
70094,299
31548,40
61114,146
67188,687
22250,1002
45213,645
64170,207
26117,58
29063,446
34095,7447
70419,115
80616,198
21422,132
52356,115
18274,313
11166,68
2379,192
18057,1629
59073,627
83019,8545
13077,15802
33445,845
29224,1213
43250,39
31396,4211
31301,140
45325,278
2231,926
76293,246
25545,129
60579,345
8353,709
42285,4142
10439,119
39451,517
57039,2207
50101,240
62058,189
62525,10548
56103,296
46314,171
3209,152
7098,85
2699,266
80500,472
38002,1079
2615,353
88142,439
61326,299
37020,1733
68012,1747
71379,1249
17259,165
27358,541
54488,43
4195,631
10038,187
12139,147
1237,1664
68181,250
73083,220
35096,2491
55123,693
76595,1816
79201,1686
23134,215
89368,905
64541,
8483,530
14030,1707
57328,87
71447,264
24141,199
62548,10467
21049,29
85213,4335
76558,1173
46333,181
11437,882
12258,1004
62498,32920
27654,1107
9316,110
11243,622
2067,205
64323,115
10081,12648
2B067,38
89206,9016
37211,2637
44145,3301
38110,2366
27343,1280
25549,
14540,285
76685,664
37126,351
60381,258
9079,787
63199,487
63054,623
35321,801
31136,2389
61371,142
51086,325
24193,422
46328,359
50066,2394
77250,168
70446,636
8059,26
51204,1322
81034,398
62032,4641
47156,892
52229,148
14306,390
40207,1493
21368,229
64194,374
14271,5941
19247,199
66212,3753
47154,353
31389,4473
80701,425
27271,314
71001,810
10326,156
84075,450
71186,252
80388,204
85190,3594
65260,90
38092,97
21315,1195
59271,20239
64182,83
88375,481
33056,17215
23001,1394
29056,2018
55552,86
26255,31
37231,1715
57508,4341
26178,539
35274,1017
3192,162
89414,1396
4041,296
48017,1064
24031,309
1113,839
31496,255
91393,635
27016,7706
18056,233
31262,432
87074,225
25044,60
31563,1492
89067,1070
38286,17
43174,931
19044,257
86286,379
80575,75
64035,2447
23103,328
76354,1406
44065,774
4007,72
86263,2941
60323,640
57248,95
65285,194
80113,325
82053,287
15125,121
63071,697
53202,308
39462,700
45248,2384
46107,176
45305,218
51038,175
72059,807
31555,514819
82012,596
57659,3143
88482,54
80758,207
13021,5702
28393,2206
62406,260
70029,245
61163,1506
11412,66
73328,2355
66063,282
15148,431
70205,199
87064,2042
28232,608
59249,11449
68358,465
40033,166
50270,408
24021,421
26031,1087
32009,96
66193,236
14606,251
45188,2616
42163,1088
8026,306
24005,380
10097,145
31187,12954
17173,217
33279,778
39121,411
73047,285
10153,635
65047,8031
13084,5459
60022,636
88304,4700
34158,98
57639,548
27495,233
85220,1640
68320,1418
11294,51
40113,531
22358,515
21620,166
34195,54
67184,1912
61339,2093
33200,11392
85036,586
2662,335
51634,299
8052,65
59303,2267
89348,2173
24570,35
17180,116
78321,6039
62231,132
15208,133
12273,293
57538,296
62797,286
59193,3026
35306,2440
63121,1225
88386,428
31366,730
14761,887
14100,1910
74136,2050
14546,220
53181,809
29240,1012
11220,697
26233,240
84113,805
38054,1524
29229,1119
12133,6046
51594,62
91631,2465
11371,770
53047,246
27147,637
25179,51
22015,1684
16108,116
62809,125
53076,299
31428,70
3143,93
3032,222
6074,1198
56044,812
53026,483
82171,1326
43171,95
38051,1467
46041,174
35324,582
38161,1143
13002,21443
58198,305
37112,382
72347,287
34041,978
76447,15478
60529,78
63109,825
89375,83
52245,57
87113,5775
46312,258
32361,125
68039,537
24564,689
24338,456
24468,298
19159,84
10395,284
86095,3101
61264,63
6121,1531
88388,118
73015,1736
2143,186
25538,114
76164,4002
26180,208
28298,2788
40262,308
72174,108
66098,230
31192,851
51607,195
37179,2574
17058,3486
70099,61
39558,301
55325,51
88479,234
86011,193
70403,242
2244,64
27520,143
8273,72
52193,299
70547,166
49017,636
77090,239
24227,926
23077,443
84145,783
73095,380
59308,916
21376,100
78398,910
71500,103
62543,1973
77124,1761
64018,472
39453,434
70027,72
78297,29778
36109,1003
26339,1631
24326,201
39319,148
73107,648
65162,35
24246,459
31329,207
18168,246
64445,80441
52546,17
79132,302
25234,160
18021,233
49284,1388
23154,721
8286,95
61382,1055
88005,214
85196,1960
52030,57
15191,656
61240,460
18067,687
76344,461
62781,438
28159,333
62468,218
14336,452
76174,430
8477,102
1262,6895
38543,2241
10393,188
79273,806
70254,278
52247,191
56118,4093
51225,358
68332,991
79040,223
47298,200
80130,425
11267,1161
21510,164
18015,5451
25074,987
22304,694
8237,627
31305,191
41297,746
57412,4102
82076,1610
91235,13721
2389,672
82017,1470
4076,769
16271,2403
47205,189
28423,621
18281,2026
14039,760
31323,418
57205,2482
52079,615
55311,26
76226,140
54372,528
2674,44
5149,373
95088,1185
76348,688
19240,332
71073,5350
38505,795
23009,92
29300,1652
72151,1141
34117,554
89137,452
5051,23
80222,1376
2B223,507
46208,314
24225,2742
71363,79
43200,2019
16218,404
95304,278
70380,138
80282,504
59458,1025
89021,305
55224,566
79191,59854
67135,734
69046,4811
35307,966
46164,234
78385,216
88401,468
32372,293
81080,56
57706,529
24359,100
71558,1108
46043,185
33134,270
82015,172
58180,480
26213,682
38238,1978
68219,879
64043,263
67486,1808
53160,373
62146,255
60303,187
80006,215
57736,631
77481,197
46064,921
69179,4260
1114,668
60048,286
21675,35
90090,427
36118,361
24516,1184
43078,3140
47174,745
17458,198
71585,1429
56215,1087
2273,191
39154,1426
52341,126
14578,1295
77444,339
10217,36
4008,1009
18140,1345
64114,587
68019,581
50472,204
2A048,516
15019,223
51433,248
9242,43
60645,303
86242,386
36017,361
25519,981
2168,15097
62235,2443
1050,396
56130,3174
58024,286
3061,369
9177,283
40006,711
24194,1608
54598,266
45175,1643
85127,2625
74089,998
51044,767
2153,801
25019,385
3320,762
38081,2019
2617,490
58147,275
80501,280
43198,306
91027,36613
8117,159
23244,564
38427,281
38486,8092
80786,141
9336,965
59200,462
64236,57
89442,244
9323,92
81178,362
7086,1000
41072,427
71056,2386
77159,2706
31041,105
51562,2194
19124,1554
52375,52
66021,7832
8390,75
70564,310
46056,104
70087,129
52414,739
79197,102
65404,162
34017,498
51230,22174
64522,577
77185,652
50591,1706
89309,3391
59447,8479
3137,280
49368,2004
23191,175
80445,247
11357,211
21299,98
71521,104
32388,386
26144,2204
57740,804
56174,2885
72184,342
81028,119
64115,160
55522,103
54052,139
45047,428
91216,10722
57217,875
42177,2588
42074,1085
62732,323
72185,653
45050,1289
64493,2204
80304,91
1345,2246
88031,97
14319,1025
16245,883
22164,1893
11086,875
76716,1619
26321,206
62722,83
60065,1564
71490,989
57689,364
28280,9292
56242,673
22219,2380
64414,122
31106,2513
63026,2574
80796,177
61427,186
11032,251
57105,152
29040,2835
7257,127
55068,98
58050,45
61001,25490
39206,215
72175,1535
32165,227
54261,4170
89202,247
76754,652
22249,595
73236,3095
80273,342
76063,464
27345,209
57569,329
81193,352
9265,2851
43261,635
77330,7308
53028,555
46176,722
36225,166
31383,1243
59638,1338
9176,512
61372,110
48067,102
41294,1105
58045,152
12018,179
27125,665
10260,656
25073,826
14679,690
60229,233
19027,115
8185,3086
33429,328
34026,214
55103,24
51599,333
43118,254
47263,633
76600,1693
23136,277
69005,651
44140,1609
69381,28717
68245,409
51313,345
30329,607
70036,160
49045,624
78478,218
44007,2452
53210,1495
11039,44
42232,625
54101,115
70202,256
33423,606
85305,829
10110,594
22177,1443
71372,2005
4142,43
2166,361
9200,99
79320,635
14305,652
58133,72
55316,397
35363,4245
58201,148
7097,677
27015,1343
29161,3311
47273,190
19209,178
10179,463
36155,792
72237,512
35165,1017
19241,252
65214,46
66096,1043
23145,313
25183,76
89453,1098
30031,205
63447,65
59467,2371
84068,1020
77433,2093
50486,625
71241,471
51576,1360
79218,191
78053,533
16306,334
24574,326
8320,533
63210,3141
23019,31
80521,216
62425,143
86061,1036
33373,579
16227,130
60057,55550
83107,15442
80154,207
77233,618
24346,381
7331,3474
13053,6166
37107,242
5115,469
88238,386
31152,85
30189,151839
60354,32
42015,1410
65113,271
50536,172
85046,3948
65461,79
63280,337
21130,420
80036,502
2A357,46
2284,98
31455,2639
55278,192
2A104,1389
63106,1805
59019,1082
78185,414
39523,184
59378,40184
63469,718
81117,710
89134,322
65207,58
88233,614
2075,203
52016,60
16045,374
77465,649
21709,182
43020,4638
1093,5250
49089,1086
80283,159
11369,3179
24509,664
63412,531
35040,3675
68037,510
40199,265
60269,347
77021,153
40086,571
53013,552
26259,275
56143,5089
2B222,35
55263,164
81295,458
50023,683
88519,648
56048,739
73280,347
31591,76
32318,93
87149,361
50070,57
61084,177
32303,61
46066,659
11046,56
59150,563
15167,107
88366,271
31224,1177
31028,1229
72351,1000
79340,334
52499,46
23196,251
89015,486
30077,1599
2659,506
3074,630
2259,370
4135,683
55062,99
19030,977
76515,542
51106,131
76412,746
57442,257
70389,58
81161,113
79249,2220
82099,543
64026,389
32313,137
47293,387
14365,2486
73069,966
21445,148
54540,552
17426,274
71553,276
24029,553
15065,79
2461,341
2586,143
55412,194
24297,986
35330,1028
57373,906
38443,461
28142,192
42302,8116
1275,2421
66055,781
36052,140
88166,350
15082,286
76584,229
89043,99
2B346,3406
13086,8915
2369,244
17114,190
65255,34
64241,492
66187,1742
70020,246
21255,339
77255,2226
34089,1436
2711,273
84099,4816
64185,66
51514,108
16416,489
59037,3562
39363,83
7326,106
21071,739
7032,159
79177,220
26264,318
64448,1876
54376,397
95428,21763
33522,46338
57317,104
76750,1031
24492,78
8405,243
60391,211
47029,518
2612,115
3179,300
45313,853
16331,97
11245,38
62802,197
28026,247
90085,83
62042,1038
40203,330
59583,475
84016,5671
83085,3071
22263,359
29158,5508
2773,43
76618,9513
41094,1200
71137,4942
21406,253
54407,87
66173,1292
25376,178
30234,290
18128,166
24351,344
39034,291
86075,802
33126,795
60227,209
7299,116
62248,479
19168,92
29008,1008
33295,90
40196,566
27306,3087
62017,194
80606,1127
30089,1688
24082,1586
34029,664
36218,140
8249,231
91112,134
71075,639
28137,869
50161,601
7294,572
29251,692
50500,637
27396,485
19273,801
83120,5879
39422,502
4186,82
60343,606
70493,419
6045,84
84140,553
26004,2729
43240,270
34338,65
38497,141
37037,239
59385,2653
32248,143
33337,2135
28047,719
40167,654
7188,1770
62602,200
61256,152
39582,788
60242,502
45347,786
36148,424
13212,64399
30005,212
38369,1039
2B172,560
2725,134
38300,381
40310,8701
22122,744
16123,480
2A254,200
72050,1549
74315,1046
45327,3402
